id,elevation,ozone,NO2,azimuth,zenith,incidence_azimuth,incidence_zenith,file_name_l1,value_550
11572,407,362,0.188,153.7,33.9,108.9,4.2,NEON_WREF_45-820488_-121-951912_COPERNICUS_S2_20190428T185929_20190428T190154_T10TER.tif,0.048
11574,2116,332,0.173,146.7,25.4,286.9,8.8,NEON_YELL_44-95348_-110-53914_COPERNICUS_S2_20190605T181929_20190605T182500_T12TWQ.tif,0.054
11575,2116,337,0.17,150.6,26,103.1,5.8,NEON_YELL_44-95348_-110-53914_COPERNICUS_S2_20210527T180921_20210527T181753_T12TWQ.tif,0.092
11576,40,288,0.206,101.9,24.3,215.7,3.2,NGHIA_DO_21-04778_105-79964_COPERNICUS_S2_20190429T032549_20190429T033720_T48QWJ.tif,1.58
11577,181,339,0.182,159.4,45.3,210.9,3.1,Nicosia_35-140628_33-381353_COPERNICUS_S2_20190228T082859_20190228T083343_T36SWD.tif,0.101
11581,181,294,0.199,125.4,26.3,212.9,3.1,Nicosia_35-140628_33-381353_COPERNICUS_S2_20190802T082611_20190802T082606_T36SWD.tif,0.244
11582,181,293,0.198,129.6,28.3,213.2,3.1,Nicosia_35-140628_33-381353_COPERNICUS_S2_20190812T082611_20190812T083557_T36SWD.tif,0.107
11583,181,292,0.196,131.7,29.5,212,3.1,Nicosia_35-140628_33-381353_COPERNICUS_S2_20190817T082609_20190817T083650_T36SWD.tif,0.322
11584,181,285,0.182,151.8,42,211.8,3.1,Nicosia_35-140628_33-381353_COPERNICUS_S2_20191001T082741_20191001T083647_T36SWD.tif,0.092
11585,181,312,0.177,156.6,61.6,210.6,3.1,Nicosia_35-140628_33-381353_COPERNICUS_S2_20200104T083239_20200104T083239_T36SWD.tif,0.087
11586,181,294,0.2,125.3,26.3,210.7,3.1,Nicosia_35-140628_33-381353_COPERNICUS_S2_20200801T082609_20200801T083101_T36SWD.tif,0.141
11590,175,281,0.18,93.6,21.5,254.1,4.3,Nong_Khai_17-8772_102-71671_COPERNICUS_S2_20190502T033549_20190502T034527_T47QRV.tif,0.656
11592,175,277,0.14,108.1,19.8,284.8,6.8,Nong_Khai_17-8772_102-71671_COPERNICUS_S2_20190825T033541_20190825T035133_T48QTE.tif,0.392
11593,175,274,0.137,124.3,24.1,253.7,4.2,Nong_Khai_17-8772_102-71671_COPERNICUS_S2_20190914T033531_20190914T035224_T47QRV.tif,0.155
11594,175,250,0.132,152.4,38.4,283.6,6.8,Nong_Khai_17-8772_102-71671_COPERNICUS_S2_20191108T033939_20191108T034714_T48QTE.tif,0.479
11595,200,344,0.204,126.6,24.2,103.8,4.6,Noto_37-334444_137-136944_COPERNICUS_S2_20190526T013659_20190526T013701_T53SPB.tif,0.217
11596,200,331,0.206,124.7,21.6,102.1,4.7,Noto_37-334444_137-136944_COPERNICUS_S2_20190620T013701_20190620T013657_T53SPB.tif,0.242
11597,200,287,0.162,162.2,52.1,102.4,4.6,Noto_37-334444_137-136944_COPERNICUS_S2_20191028T013751_20191028T013749_T53SPB.tif,0.067
11599,200,288,0.178,149.4,37.1,102.2,4.7,Noto_37-334444_137-136944_COPERNICUS_S2_20200912T013701_20200912T014511_T53SPB.tif,0.033
11600,200,285,0.171,156.2,43.7,102.4,4.7,Noto_37-334444_137-136944_COPERNICUS_S2_20201002T013701_20201002T014528_T53SPB.tif,0.149
11601,99,243,0.333,160.4,50.7,101.5,5.8,NSPO_Taiwan_24-783995_121-001122_COPERNICUS_S2_20181217T023111_20181217T023107_T51RTH.tif,0.347
11603,99,296,0.233,114.2,18.3,104.8,6.3,NSPO_Taiwan_24-783995_121-001122_COPERNICUS_S2_20200505T022549_20200505T023755_T50RRN.tif,0.371
11605,99,287,0.213,92.8,14.8,99.3,5.7,NSPO_Taiwan_24-783995_121-001122_COPERNICUS_S2_20200629T022551_20200629T024052_T51RTH.tif,0.101
11606,99,267,0.231,145,36,101.1,5.8,NSPO_Taiwan_24-783995_121-001122_COPERNICUS_S2_20201007T022601_20201007T023209_T51RTH.tif,0.124
11607,99,256,0.263,145.4,46.3,104.7,6.3,NSPO_Taiwan_24-783995_121-001122_COPERNICUS_S2_20201101T022839_20201101T022837_T50RRN.tif,0.212
11608,99,244,0.327,155.3,52.3,103.4,6.3,NSPO_Taiwan_24-783995_121-001122_COPERNICUS_S2_20201226T023121_20201226T023117_T50RRN.tif,0.231
11609,99,244,0.324,148.7,54.8,104.8,6.3,NSPO_Taiwan_24-783995_121-001122_COPERNICUS_S2_20201231T023109_20201231T023111_T50RRN.tif,0.217
11610,99,249,0.304,155.8,47.3,101,5.7,NSPO_Taiwan_24-783995_121-001122_COPERNICUS_S2_20210125T023001_20210125T023000_T51RTH.tif,0.51
11611,99,251,0.298,147.6,49,102.5,5.8,NSPO_Taiwan_24-783995_121-001122_COPERNICUS_S2_20210130T022939_20210130T022934_T51RTH.tif,0.471
11612,99,280,0.254,120.9,35.3,102.8,5.8,NSPO_Taiwan_24-783995_121-001122_COPERNICUS_S2_20210331T022549_20210331T023828_T51RTH.tif,0.991
11613,99,268,0.27,136.5,37.3,103.4,6.2,NSPO_Taiwan_24-783995_121-001122_COPERNICUS_S2_20220311T022551_20220311T023921_T50RRN.tif,0.246
11614,99,268,0.27,136.5,37.3,101.1,5.8,NSPO_Taiwan_24-783995_121-001122_COPERNICUS_S2_20220311T022551_20220311T023921_T51RTH.tif,0.246
11616,99,283,0.25,125.8,29.4,102.8,5.8,NSPO_Taiwan_24-783995_121-001122_COPERNICUS_S2_20220405T022549_20220405T023827_T51RTH.tif,0.326
11618,7,407,0.131,219.5,70.7,332.4,9.4,Ny_Alesund_AWI_78-923166_11-92304_COPERNICUS_S2_20180417T133719_20180417T133721_T33XVH.tif,0.064
11619,7,371,0.184,213,59.6,243.1,2.9,Ny_Alesund_AWI_78-923166_11-92304_COPERNICUS_S2_20180525T125659_20180525T125702_T33XVH.tif,0.044
11620,7,298,0.175,212.6,62.1,323.1,6.7,Ny_Alesund_AWI_78-923166_11-92304_COPERNICUS_S2_20180730T131709_20180730T131711_T33XVH.tif,0.029
11621,7,396,0.154,208.2,65.4,243.7,2.9,Ny_Alesund_AWI_78-923166_11-92304_COPERNICUS_S2_20190430T125719_20190430T125713_T33XVH.tif,0.06
11623,7,348,0.194,234.9,60,336.8,10.3,Ny_Alesund_AWI_78-923166_11-92304_COPERNICUS_S2_20200613T134731_20200613T134732_T33XVH.tif,0.032
11624,7,301,0.177,201.6,60.6,134.6,7.3,Ny_Alesund_AWI_78-923166_11-92304_COPERNICUS_S2_20200727T123659_20200727T123700_T31XFH.tif,0.04
11625,7,295,0.173,225.2,64.4,333.8,9.5,Ny_Alesund_AWI_78-923166_11-92304_COPERNICUS_S2_20200802T134731_20200802T134732_T31XFH.tif,0.05
11628,680,285,0.187,162.9,58.3,194.3,2.8,OHP_OBSERVATOIRE_43-935_5-71_COPERNICUS_S2_20191027T103131_20191027T103835_T31TGJ.tif,0.056
11630,680,329,0.211,140.1,25.4,193.5,2.8,OHP_OBSERVATOIRE_43-935_5-71_COPERNICUS_S2_20200703T103031_20200703T103715_T31TGJ.tif,0.036
11631,680,290,0.179,167.2,65.8,193.7,2.8,OHP_OBSERVATOIRE_43-935_5-71_COPERNICUS_S2_20201125T103349_20201125T103351_T31TGJ.tif,0.046
11632,680,323,0.171,160.9,66.4,195.5,2.9,OHP_OBSERVATOIRE_43-935_5-71_COPERNICUS_S2_20210119T103351_20210119T103432_T31TGJ.tif,0.067
11633,60,279,0.133,112.9,31.9,287.6,10.6,Okinawa_Hedo_26-867_128-249_COPERNICUS_S2_20190823T020659_20190823T021226_T52RDQ.tif,0.121
11634,5,448,0.175,207.6,80.8,176.1,2.9,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190321T194109_20190321T194110_T16XEP.tif,0.081
11635,5,444,0.175,196,78.1,191.9,2.7,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190326T194041_20190326T194035_T17XMJ.tif,0.072
11637,5,441,0.175,234.5,79.8,329.4,10.9,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190331T212049_20190331T212045_T16XEP.tif,0.111
11638,5,440,0.175,206.4,76,145.7,4.3,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190402T192941_20190402T192941_T16XEP.tif,0.064
11639,5,440,0.175,211.5,76.4,322.6,6.9,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190402T202009_20190402T202012_T16XEP.tif,0.084
11640,5,440,0.175,211.5,76.4,327.1,7.4,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190402T202009_20190402T202012_T17XMJ.tif,0.084
11642,5,438,0.175,234.8,77.9,286.5,11.1,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190405T212041_20190405T212037_T17XMJ.tif,0.084
11644,5,434,0.175,235,76.1,329.9,10.9,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190410T212039_20190410T212040_T16XEP.tif,0.078
11645,5,428,0.176,220.8,71.7,320.1,6.9,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190417T201851_20190417T201852_T16XEP.tif,0.058
11646,5,424,0.178,210.9,69.7,196.1,2.7,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190420T193909_20190420T193908_T17XMJ.tif,0.058
11647,5,424,0.178,223.3,71,334,8.1,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190420T202851_20190420T202847_T16XEP.tif,0.057
11649,5,421,0.179,207.8,68.8,153.7,3.6,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190422T192911_20190422T192913_T17XMJ.tif,0.042
11650,5,421,0.179,234.1,71.6,346.4,10.5,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190422T211031_20190422T211034_T16XEP.tif,0.049
11651,5,420,0.179,214.1,69,225.9,2.8,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190423T194909_20190423T194907_T16XEP.tif,0.054
11652,5,416,0.181,217.1,68.3,272.6,3.7,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190426T195909_20190426T195903_T16XEP.tif,0.055
11653,5,415,0.181,235.1,70.1,348.8,10.5,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190427T211039_20190427T211038_T16XEP.tif,0.052
11655,5,413,0.181,240.2,70.6,239.1,11.3,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190428T213041_20190428T213044_T16XEP.tif,0.088
11656,5,405,0.184,233.9,67.8,346.2,10.1,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190504T210029_20190504T210029_T16XEP.tif,0.036
11658,5,404,0.185,237.8,68.1,316.8,11,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190505T212041_20190505T212040_T16XEP.tif,0.03
11659,5,403,0.185,230.2,66.8,343.8,9.5,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190506T205031_20190506T205025_T16XEP.tif,0.031
11661,5,401,0.186,222.4,65.6,314.2,6.5,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190507T201851_20190507T202128_T16XEP.tif,0.073
11662,5,401,0.186,237.9,67.5,348.8,10.5,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190507T211039_20190507T211039_T16XEP.tif,0.136
11663,5,391,0.189,224.3,63.7,334.3,8.1,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190515T202849_20190515T202852_T16XEP.tif,0.057
11665,5,384,0.191,220.5,62.4,303.5,5.3,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190519T200859_20190519T200901_T16XEP.tif,0.055
11666,5,378,0.193,215,61,244.9,3,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190523T194909_20190523T194909_T17XMJ.tif,0.046
11668,5,377,0.193,233.4,62.9,347.2,10.2,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190524T210029_20190524T210030_T17XMJ.tif,0.062
11669,5,375,0.194,217.6,60.9,338.2,8.4,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190525T202849_20190525T203001_T17XMJ.tif,0.075
11670,5,369,0.196,204.7,59.2,138.4,6.5,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190529T191911_20190529T191913_T16XEP.tif,0.093
11671,5,367,0.196,231.2,61.7,306.5,11.1,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190530T212049_20190530T212044_T17XMJ.tif,0.078
11672,5,366,0.197,228.6,61.2,343.7,9.7,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190531T205029_20190531T205029_T17XMJ.tif,0.064
11673,5,357,0.199,234.1,61.2,345,10.7,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190606T211039_20190606T211039_T17XMJ.tif,0.05
11674,5,341,0.202,196.6,57,138.8,5.6,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190618T191911_20190618T191914_T17XMJ.tif,0.042
11675,5,336,0.201,204.7,57.4,139.5,6.5,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190623T191919_20190623T191918_T16XEP.tif,0.025
11676,5,336,0.201,231.2,60,299.1,5.3,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190623T200901_20190623T200856_T16XEP.tif,0.024
11677,5,336,0.201,231.2,60,347.2,10.2,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190623T210029_20190623T210029_T17XMJ.tif,0.024
11678,5,334,0.201,208.8,57.7,284.5,4.3,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190625T195909_20190625T195904_T17XMJ.tif,0.025
11679,5,333,0.201,208.8,57.8,156,3.6,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190626T192919_20190626T192914_T17XMJ.tif,0.029
11680,5,331,0.2,231.3,60.2,347.7,10.2,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190628T210031_20190628T210026_T17XMJ.tif,0.035
11681,5,330,0.2,208.7,57.9,196.3,2.7,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190629T193909_20190629T193911_T17XMJ.tif,0.029
11683,5,328,0.2,208.7,58,153.8,3.6,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190701T192911_20190701T192910_T17XMJ.tif,0.031
11684,5,328,0.2,234.3,60.8,346.4,10.5,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190701T211041_20190701T211036_T16XEP.tif,0.032
11687,5,323,0.199,208.7,58.5,156.3,3.6,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190706T192919_20190706T192914_T17XMJ.tif,0.084
11688,5,323,0.199,233.5,61.1,348.9,10.5,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190706T211039_20190706T211040_T16XEP.tif,0.046
11689,5,322,0.198,236.4,61.6,238.8,11.3,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190707T213051_20190707T213045_T16XEP.tif,0.133
11690,5,321,0.198,228.6,60.7,303.5,5.3,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190708T200859_20190708T200901_T16XEP.tif,0.097
11692,5,313,0.195,212.5,60.3,241.2,3,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190717T194911_20190717T195112_T17XMJ.tif,0.118
11693,5,313,0.195,224.5,61.5,341.9,9.1,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190717T204029_20190717T204027_T17XMJ.tif,0.13
11695,5,311,0.193,228.4,62.4,330,10.9,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190719T212049_20190719T212044_T16XEP.tif,0.162
11696,5,307,0.189,215.1,62.1,272.9,3.8,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190725T195909_20190725T200034_T16XEP.tif,0.119
11697,5,307,0.189,215.1,62.1,284.5,4.3,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190725T195909_20190725T200034_T17XMJ.tif,0.119
11698,5,306,0.188,233.8,64.5,348.9,10.5,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190726T211039_20190726T211039_T16XEP.tif,0.135
11699,5,305,0.187,228.1,64,340.5,8.9,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190727T204029_20190727T204026_T16XEP.tif,0.229
11700,5,304,0.185,232.9,65.1,328.9,10.9,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190729T212049_20190729T212044_T16XEP.tif,0.13
11701,5,301,0.182,218.6,64.4,308.3,6,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190802T200901_20190802T200857_T17XMJ.tif,0.184
11702,5,300,0.182,220.1,64.8,334.7,8.1,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190803T202849_20190803T202949_T16XEP.tif,0.764
11703,5,296,0.178,220,66.2,334.5,8.1,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190808T202851_20190808T202848_T16XEP.tif,0.116
11706,5,286,0.152,210,71.7,196.9,2.7,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190828T193909_20190828T193906_T17XMJ.tif,0.128
11708,5,280,0.129,239.1,80.7,316,10.9,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190912T212051_20190912T212051_T16XEP.tif,0.175
11709,5,279,0.125,199.5,77.6,220.9,2.8,OPAL_79-990278_-85-939167_COPERNICUS_S2_20190915T195041_20190915T195035_T16XEP.tif,0.098
11710,5,449,0.175,200.8,80.8,139.5,6.5,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200319T192019_20200319T192014_T16XEP.tif,0.334
11711,5,447,0.175,210,80.3,155.9,3.6,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200322T192959_20200322T192957_T17XMJ.tif,0.158
11712,5,445,0.175,220.7,80.1,334.4,8.1,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200325T203051_20200325T203054_T16XEP.tif,0.094
11713,5,444,0.175,213.9,79,267.6,3.8,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200326T200031_20200326T200034_T16XEP.tif,0.117
11714,5,442,0.175,221.6,78.3,334.8,8.1,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200330T203009_20200330T203012_T16XEP.tif,0.081
11715,5,442,0.175,234.5,79.9,288.1,11.1,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200330T212041_20200330T212041_T17XMJ.tif,0.08
11716,5,389,0.19,214.9,62.3,327.5,7.4,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200516T201849_20200516T201848_T17XMJ.tif,0.073
11717,5,387,0.19,209.3,61.6,242.5,2.9,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200517T194859_20200517T195128_T17XMJ.tif,0.057
11719,5,384,0.191,215,61.7,174.1,2.9,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200519T193911_20200519T193908_T16XEP.tif,0.047
11720,5,383,0.192,215,61.5,284.7,4.3,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200520T195859_20200520T200041_T17XMJ.tif,0.046
11721,5,375,0.194,230.9,62.3,343.1,9.5,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200525T205019_20200525T205022_T16XEP.tif,0.043
11722,5,372,0.195,241,63.4,214.6,11.4,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200527T213039_20200527T213041_T17XMJ.tif,0.036
11724,5,369,0.196,238.5,62.7,286.8,11.1,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200529T212041_20200529T212042_T17XMJ.tif,0.039
11725,5,363,0.198,245,63.1,347.7,10.2,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200602T210031_20200602T210028_T17XMJ.tif,0.044
11726,5,361,0.198,199.1,58.1,176.4,2.9,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200603T193909_20200603T193904_T16XEP.tif,0.042
11727,5,358,0.199,236.6,61.5,346.4,10.5,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200605T211041_20200605T211037_T16XEP.tif,0.041
11728,5,351,0.201,231.2,60.4,348.7,10.5,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200610T211039_20200610T211033_T16XEP.tif,0.036
11729,5,349,0.202,199.1,57.3,240.5,3,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200611T194911_20200611T194907_T17XMJ.tif,0.04
11730,5,348,0.202,231.2,60.3,303.5,5.3,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200612T200859_20200612T200854_T16XEP.tif,0.038
11731,5,346,0.202,215.4,58.4,196.1,2.7,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200613T193909_20200613T193904_T17XMJ.tif,0.043
11732,5,346,0.202,231.2,60.2,334.1,8.1,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200613T202851_20200613T202854_T16XEP.tif,0.042
11733,5,345,0.203,236.1,60.8,343.7,9.7,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200614T205029_20200614T205023_T17XMJ.tif,0.037
11734,5,343,0.203,231.2,60.1,214.7,11.4,OPAL_79-990278_-85-939167_COPERNICUS_S2_20200616T213049_20200616T213043_T17XMJ.tif,0.053
11736,5,381,0.192,215,61.3,320.2,6.8,OPAL_79-990278_-85-939167_COPERNICUS_S2_20210521T201849_20210521T201849_T16XEP.tif,0.073
11738,5,380,0.193,248.5,65.5,258.3,11.2,OPAL_79-990278_-85-939167_COPERNICUS_S2_20210522T213039_20210522T213040_T16XEP.tif,0.073
11739,5,378,0.193,199,59.8,140,5.7,OPAL_79-990278_-85-939167_COPERNICUS_S2_20210523T191909_20210523T191910_T17XMJ.tif,0.069
11740,5,378,0.193,233.3,63,345.9,10,OPAL_79-990278_-85-939167_COPERNICUS_S2_20210523T210019_20210523T210021_T16XEP.tif,0.059
11741,5,377,0.193,215.1,60.8,173.3,3,OPAL_79-990278_-85-939167_COPERNICUS_S2_20210524T193901_20210524T194044_T16XEP.tif,0.046
11743,5,377,0.193,226.1,61.9,337.8,8.3,OPAL_79-990278_-85-939167_COPERNICUS_S2_20210524T202849_20210524T202927_T17XMJ.tif,0.061
11744,5,377,0.193,240.9,63.9,312.8,10.9,OPAL_79-990278_-85-939167_COPERNICUS_S2_20210524T212041_20210524T212036_T16XEP.tif,0.047
11745,5,372,0.195,215.1,60.2,238.2,3,OPAL_79-990278_-85-939167_COPERNICUS_S2_20210527T194901_20210527T194901_T17XMJ.tif,0.05
11747,5,371,0.195,199,58.9,138.4,6.6,OPAL_79-990278_-85-939167_COPERNICUS_S2_20210528T191911_20210528T191911_T16XEP.tif,0.043
11748,5,370,0.195,234.1,62.3,346.4,9.9,OPAL_79-990278_-85-939167_COPERNICUS_S2_20210528T210021_20210528T210022_T16XEP.tif,0.046
11750,5,357,0.199,240.4,62,229.1,11.2,OPAL_79-990278_-85-939167_COPERNICUS_S2_20210606T213041_20210606T213041_T16XEP.tif,0.028
11752,5,352,0.201,231.2,60.5,343.4,9.4,OPAL_79-990278_-85-939167_COPERNICUS_S2_20210609T205019_20210609T205022_T16XEP.tif,0.132
11754,5,349,0.202,215.3,58.5,341.3,8.8,OPAL_79-990278_-85-939167_COPERNICUS_S2_20210611T204021_20210611T204023_T16XEP.tif,0.033
11756,50,305,0.569,158.6,58.1,285.6,9.3,Osaka_34-650933_135-590633_COPERNICUS_S2_20190119T015009_20190119T015009_T53SNU.tif,0.153
11757,50,306,0.571,155.3,58.6,104.9,7.1,Osaka_34-650933_135-590633_COPERNICUS_S2_20190121T014001_20190121T013955_T53SNU.tif,0.095
11758,50,311,0.577,160.2,55.1,285.6,9.3,Osaka_34-650933_135-590633_COPERNICUS_S2_20190129T014929_20190129T015451_T53SNU.tif,0.159
11759,50,313,0.58,146.1,58.6,286.3,9.3,Osaka_34-650933_135-590633_COPERNICUS_S2_20190203T014901_20190203T014857_T53SNU.tif,0.181
11760,50,317,0.586,153.7,53.2,104.9,7,Osaka_34-650933_135-590633_COPERNICUS_S2_20190210T013811_20190210T013812_T53SNU.tif,0.182
11762,50,299,0.362,133.8,23.2,106,7,Osaka_34-650933_135-590633_COPERNICUS_S2_20190804T013659_20190804T013700_T53SNU.tif,0.309
11763,50,297,0.36,132.8,24.6,285.6,9.3,Osaka_34-650933_135-590633_COPERNICUS_S2_20190807T014659_20190807T015224_T53SNU.tif,0.024
11765,50,279,0.409,156.7,40.2,286.4,9.3,Osaka_34-650933_135-590633_COPERNICUS_S2_20191001T014651_20191001T014653_T53SNU.tif,0.196
11766,50,274,0.567,161.6,55.6,105.3,7,Osaka_34-650933_135-590633_COPERNICUS_S2_20191117T013931_20191117T014736_T53SNU.tif,0.195
11768,50,314,0.582,150.6,56.1,104.9,7.1,Osaka_34-650933_135-590633_COPERNICUS_S2_20200205T013841_20200205T013838_T53SNU.tif,0.326
11769,87,325,0.317,158.2,74,174.6,2.8,Oxford_51-759_-1-256_COPERNICUS_S2_20180122T111339_20180122T111342_T30UXC.tif,0.095
11770,156,377,0.458,168.5,39,106.1,4.7,Palaiseau_48-7116_2-215_COPERNICUS_S2_20180416T105029_20180416T105619_T31UDQ.tif,0.102
11771,156,376,0.45,156.7,39.5,287.7,8.7,Palaiseau_48-7116_2-215_COPERNICUS_S2_20180419T105619_20180419T110127_T31UDQ.tif,0.079
11772,156,375,0.437,156,37.8,288.3,9.9,Palaiseau_48-7116_2-215_COPERNICUS_S2_20180424T105651_20180424T110609_T31UDP.tif,0.086
11773,156,371,0.391,153.5,33.1,104.7,4.7,Palaiseau_48-7116_2-215_COPERNICUS_S2_20180511T105031_20180511T105518_T31UDQ.tif,0.126
11774,156,341,0.349,150,28.4,288.4,8.7,Palaiseau_48-7116_2-215_COPERNICUS_S2_20180703T105621_20180703T105938_T31UDQ.tif,0.089
11775,156,291,0.382,169.1,53.3,106.1,4.7,Palaiseau_48-7116_2-215_COPERNICUS_S2_20181003T105019_20181003T105619_T31UDQ.tif,0.098
11776,156,290,0.383,166.5,54.8,287.6,8.7,Palaiseau_48-7116_2-215_COPERNICUS_S2_20181006T110029_20181006T110030_T31UDQ.tif,0.133
11777,156,285,0.402,171.4,64.8,287.7,9.9,Palaiseau_48-7116_2-215_COPERNICUS_S2_20181105T110229_20181105T110227_T31UDP.tif,0.084
11778,156,326,0.435,162.9,70.3,135,3.3,Palaiseau_48-7116_2-215_COPERNICUS_S2_20190121T105349_20190121T105535_T31UDP.tif,0.165
11779,156,351,0.468,158.8,60.1,104.7,4.7,Palaiseau_48-7116_2-215_COPERNICUS_S2_20190225T105021_20190225T105315_T31UDQ.tif,0.051
11780,156,366,0.475,157.6,50.3,105.9,4.7,Palaiseau_48-7116_2-215_COPERNICUS_S2_20190322T105029_20190322T105540_T31UDQ.tif,0.104
11782,156,376,0.45,156.7,39.6,288.2,9.8,Palaiseau_48-7116_2-215_COPERNICUS_S2_20190419T105621_20190419T110407_T31UDP.tif,0.154
11783,156,355,0.39,172.4,25.9,135.3,3.3,Palaiseau_48-7116_2-215_COPERNICUS_S2_20190610T105039_20190610T105331_T31UDP.tif,0.087
11784,156,350,0.383,148.4,28.2,288.4,8.7,Palaiseau_48-7116_2-215_COPERNICUS_S2_20190618T105621_20190618T110416_T31UDQ.tif,0.103
11786,156,357,0.474,162.1,55.6,134.3,3.3,Palaiseau_48-7116_2-215_COPERNICUS_S2_20200306T104819_20200306T105046_T31UDP.tif,0.119
11788,156,285,0.402,169.4,65.5,105.1,4.6,Palaiseau_48-7116_2-215_COPERNICUS_S2_20201106T105241_20201106T105446_T31UDQ.tif,0.098
11789,156,290,0.405,170,70.4,104.9,4.6,Palaiseau_48-7116_2-215_COPERNICUS_S2_20201126T105401_20201126T105443_T31UDQ.tif,0.078
11790,156,360,0.477,168,52.9,106.2,4.7,Palaiseau_48-7116_2-215_COPERNICUS_S2_20210311T104749_20210311T105355_T31UDQ.tif,0.106
11791,156,377,0.462,166.7,39.4,133.9,3.3,Palaiseau_48-7116_2-215_COPERNICUS_S2_20210415T105021_20210415T105436_T31UDP.tif,0.205
11792,156,338,0.452,164.3,65.3,287.7,8.7,Palaiseau_48-7116_2-215_COPERNICUS_S2_20220207T110119_20220207T110244_T31UDQ.tif,0.08
